REPLY_ID,REPLY_EXTRACTION_DATE,FROM_ID,ID_COMMENT,ID_POST
1098651370198363_1147186352011531,2016-10-26 14:25:00,1331128480248828,1098651370198363_1098710136859153,227577483972427_1098651370198363
1098651370198363_1160880060642160,2016-10-26 14:25:00,10205573723902470,1098651370198363_1098710136859153,227577483972427_1098651370198363
1098651370198363_1163073833756116,2016-10-26 14:25:00,227577483972427,1098651370198363_1162968363766663,227577483972427_1098651370198363
1098651370198363_1099328600130640,2016-10-26 14:25:00,227577483972427,1098651370198363_1099170570146443,227577483972427_1098651370198363
1098651370198363_1244599585603540,2016-10-26 14:25:00,227577483972427,1098651370198363_1242139362516229,227577483972427_1098651370198363
1098651370198363_1099754580088042,2016-10-26 14:25:00,227577483972427,1098651370198363_1099083453488488,227577483972427_1098651370198363
1098651370198363_1099774690086031,2016-10-26 14:25:00,10207908935141411,1098651370198363_1099083453488488,227577483972427_1098651370198363
1098651370198363_1098750126855154,2016-10-26 14:25:00,1328688247161512,1098651370198363_1098654960198004,227577483972427_1098651370198363
1098651370198363_1098767600186740,2016-10-26 14:25:00,10211137789586294,1098651370198363_1098654960198004,227577483972427_1098651370198363
1098651370198363_1100384113358422,2016-10-26 14:25:00,227577483972427,1098651370198363_1098654960198004,227577483972427_1098651370198363
1098651370198363_1100385736691593,2016-10-26 14:25:00,10211137789586294,1098651370198363_1098654960198004,227577483972427_1098651370198363
1098651370198363_1164327713630728,2016-10-26 14:25:00,227577483972427,1098651370198363_1163864630343703,227577483972427_1098651370198363
1098651370198363_1098827433514090,2016-10-26 14:25:00,10202620280625224,1098651370198363_1098734900190010,227577483972427_1098651370198363
1098651370198363_1098841320179368,2016-10-26 14:25:00,1069410739823363,1098651370198363_1098734900190010,227577483972427_1098651370198363
1098651370198363_1098735023523331,2016-10-26 14:25:00,1069410739823363,1098651370198363_1098721770191323,227577483972427_1098651370198363
1098651370198363_1098746433522190,2016-10-26 14:25:00,10154646349001506,1098651370198363_1098721770191323,227577483972427_1098651370198363
1098651370198363_1099440313452802,2016-10-26 14:25:00,320698104976978,1098651370198363_1099435183453315,227577483972427_1098651370198363
1098651370198363_1099902136739953,2016-10-26 14:25:00,10210717637718389,1098651370198363_1099435183453315,227577483972427_1098651370198363
1098651370198363_1112758812120952,2016-10-26 14:25:00,1218848911491231,1098651370198363_1099435183453315,227577483972427_1098651370198363
1098651370198363_1147285258668307,2016-10-26 14:25:00,1246107712080379,1098651370198363_1099228070140693,227577483972427_1098651370198363
1098651370198363_1147807705282729,2016-10-26 14:25:00,1246372492094613,1098651370198363_1099228070140693,227577483972427_1098651370198363
1098651370198363_1147807895282710,2016-10-26 14:25:00,1246372492094613,1098651370198363_1099228070140693,227577483972427_1098651370198363
1098651370198363_1099206170142883,2016-10-26 14:25:00,10211137789586294,1098651370198363_1098692903527543,227577483972427_1098651370198363
1098651370198363_1099213236808843,2016-10-26 14:25:00,1854333358133795,1098651370198363_1098692903527543,227577483972427_1098651370198363
1098651370198363_1114838431912990,2016-10-26 14:25:00,10211069135391363,1098651370198363_1098692903527543,227577483972427_1098651370198363
1098651370198363_1098843590179141,2016-10-26 14:25:00,10154104376563741,1098651370198363_1098728130190687,227577483972427_1098651370198363
1098651370198363_1100621353334698,2016-10-26 14:25:00,10210165533962012,1098651370198363_1098728130190687,227577483972427_1098651370198363
1098651370198363_1098749633521870,2016-10-26 14:25:00,1328688247161512,1098651370198363_1098749050188595,227577483972427_1098651370198363
1098651370198363_1098793350184165,2016-10-26 14:25:00,10205476737156325,1098651370198363_1098749050188595,227577483972427_1098651370198363
1098651370198363_1147296652000501,2016-10-26 14:25:00,1331128480248828,1098651370198363_1098749050188595,227577483972427_1098651370198363
1098651370198363_1098704060193094,2016-10-26 14:25:00,1512841268732464,1098651370198363_1098658170197683,227577483972427_1098651370198363
1098651370198363_1098706760192824,2016-10-26 14:25:00,1512841268732464,1098651370198363_1098658170197683,227577483972427_1098651370198363
1098651370198363_1098708083526025,2016-10-26 14:25:00,1512841268732464,1098651370198363_1098658170197683,227577483972427_1098651370198363
1098651370198363_1098705510192949,2016-10-26 14:25:00,1512841268732464,1098651370198363_1098675016862665,227577483972427_1098651370198363
1098651370198363_1210104939053005,2016-10-26 14:25:00,10210611227695431,1098651370198363_1098675016862665,227577483972427_1098651370198363
1098651370198363_1210163982380434,2016-10-26 14:25:00,10207675647596319,1098651370198363_1098675016862665,227577483972427_1098651370198363
1098651370198363_1098765400186960,2016-10-26 14:25:00,1033764553385610,1098651370198363_1098758470187653,227577483972427_1098651370198363
1098651370198363_1099137456816421,2016-10-26 14:25:00,1069410739823363,1098651370198363_1098758470187653,227577483972427_1098651370198363
1098651370198363_1113563132040520,2016-10-26 14:25:00,10210888129701722,1098651370198363_1098758470187653,227577483972427_1098651370198363
1098651370198363_1098708603525973,2016-10-26 14:25:00,1512841268732464,1098651370198363_1098704583526375,227577483972427_1098651370198363
1094857890577711_1095200807210086,2016-10-26 14:25:00,10154810241844410,1094857890577711_1094893213907512,227577483972427_1094857890577711
1094857890577711_1095200920543408,2016-10-26 14:25:00,1758876137705642,1094857890577711_1094893213907512,227577483972427_1094857890577711
1091275654269268_1103673703029463,2016-10-26 14:25:00,10210888129701722,1091275654269268_1093196854077148,227577483972427_1091275654269268
1091275654269268_1103804926349674,2016-10-26 14:25:00,10210802091588838,1091275654269268_1093196854077148,227577483972427_1091275654269268
1091275654269268_1151971114866388,2016-10-26 14:25:00,1442694982427209,1091275654269268_1093196854077148,227577483972427_1091275654269268
1090422494354584_1126598604070306,2016-10-26 14:25:00,599855143520377,1090422494354584_1093197004077133,227577483972427_1090422494354584
1089738017756365_1098692170194283,2016-10-26 14:25:00,1114878481884559,1089738017756365_1089971691066331,227577483972427_1089738017756365
1089738017756365_1099631493433684,2016-10-26 14:25:00,1114878481884559,1089738017756365_1089971691066331,227577483972427_1089738017756365
1089738017756365_1100359586694208,2016-10-26 14:25:00,227577483972427,1089738017756365_1089971691066331,227577483972427_1089738017756365
1089738017756365_1124995657563934,2016-10-26 14:25:00,227577483972427,1089738017756365_1124634207600079,227577483972427_1089738017756365
1089738017756365_1098100436920123,2016-10-26 14:25:00,1413195285375503,1089738017756365_1089855337744633,227577483972427_1089738017756365
1089738017756365_1098384293558404,2016-10-26 14:25:00,1413195285375503,1089738017756365_1089855337744633,227577483972427_1089738017756365
1089738017756365_1098384933558340,2016-10-26 14:25:00,1413195285375503,1089738017756365_1089855337744633,227577483972427_1089738017756365
1089169857813181_1093249687405198,2016-10-26 14:25:00,227577483972427,1089169857813181_1093197117410455,227577483972427_1089169857813181
1089169857813181_1093299120733588,2016-10-26 14:25:00,10210802091588838,1089169857813181_1093197117410455,227577483972427_1089169857813181
999031153493719_1052936181436549,2016-10-26 14:25:00,10154639406459450,999031153493719_999484326781735,227577483972427_999031153493719
999031153493719_1053374598059374,2016-10-26 14:25:00,678434728998429,999031153493719_999484326781735,227577483972427_999031153493719
999031153493719_1058204277576406,2016-10-26 14:25:00,227577483972427,999031153493719_999484326781735,227577483972427_999031153493719
999031153493719_1058205660909601,2016-10-26 14:25:00,10154639406459450,999031153493719_999484326781735,227577483972427_999031153493719
999031153493719_1086732608056906,2016-10-26 14:25:00,1138319352928246,999031153493719_999484326781735,227577483972427_999031153493719
999031153493719_1048389105224590,2016-10-26 14:25:00,10209082042202285,999031153493719_999085213488313,227577483972427_999031153493719
999031153493719_1048389398557894,2016-10-26 14:25:00,1165173170215677,999031153493719_999085213488313,227577483972427_999031153493719
999031153493719_1048390255224475,2016-10-26 14:25:00,10209082042202285,999031153493719_999085213488313,227577483972427_999031153493719
999031153493719_1048390738557760,2016-10-26 14:25:00,1165173170215677,999031153493719_999085213488313,227577483972427_999031153493719
999031153493719_1048390965224404,2016-10-26 14:25:00,1165173170215677,999031153493719_999085213488313,227577483972427_999031153493719
999031153493719_1048393568557477,2016-10-26 14:25:00,10209082042202285,999031153493719_999085213488313,227577483972427_999031153493719
999031153493719_1048393871890780,2016-10-26 14:25:00,1165173170215677,999031153493719_999085213488313,227577483972427_999031153493719
996079037122264_997846593612175,2016-10-26 14:25:00,227577483972427,996079037122264_996919113704923,227577483972427_996079037122264
996079037122264_997878626942305,2016-10-26 14:25:00,227577483972427,996079037122264_996919113704923,227577483972427_996079037122264
996079037122264_997898690273632,2016-10-26 14:25:00,556844417859569,996079037122264_996919113704923,227577483972427_996079037122264
996079037122264_1048389541891213,2016-10-26 14:25:00,10209082042202285,996079037122264_996919113704923,227577483972427_996079037122264
996079037122264_1081916281871872,2016-10-26 14:25:00,1044213539010942,996079037122264_996919113704923,227577483972427_996079037122264
996079037122264_1082829635113870,2016-10-26 14:25:00,227577483972427,996079037122264_996919113704923,227577483972427_996079037122264
996079037122264_997848223612012,2016-10-26 14:25:00,227577483972427,996079037122264_997452963651538,227577483972427_996079037122264
996079037122264_999084540155047,2016-10-26 14:25:00,1165173170215677,996079037122264_997452963651538,227577483972427_996079037122264
996079037122264_999425353454299,2016-10-26 14:25:00,1783159778599571,996079037122264_997452963651538,227577483972427_996079037122264
996079037122264_997847433612091,2016-10-26 14:25:00,227577483972427,996079037122264_996639813732853,227577483972427_996079037122264
996079037122264_997957910267710,2016-10-26 14:25:00,1120272148056864,996079037122264_996639813732853,227577483972427_996079037122264
996079037122264_1020460418017459,2016-10-26 14:25:00,1120272148056864,996079037122264_996639813732853,227577483972427_996079037122264
996079037122264_999039620159539,2016-10-26 14:25:00,1069410739823363,996079037122264_996937563703078,227577483972427_996079037122264
996079037122264_996588217071346,2016-10-26 14:25:00,10210871434211145,996079037122264_996188483777986,227577483972427_996079037122264
996079037122264_996104067119761,2016-10-26 14:25:00,1672864323005162,996079037122264_996092697120898,227577483972427_996079037122264
996079037122264_996108297119338,2016-10-26 14:25:00,10210871434211145,996079037122264_996092697120898,227577483972427_996079037122264
996079037122264_996247280438773,2016-10-26 14:25:00,1672864323005162,996079037122264_996092697120898,227577483972427_996079037122264
996079037122264_996258713770963,2016-10-26 14:25:00,10210871434211145,996079037122264_996092697120898,227577483972427_996079037122264
996079037122264_996259867104181,2016-10-26 14:25:00,1672864323005162,996079037122264_996092697120898,227577483972427_996079037122264
996079037122264_996263300437171,2016-10-26 14:25:00,10210871434211145,996079037122264_996092697120898,227577483972427_996079037122264
996079037122264_996263377103830,2016-10-26 14:25:00,1672864323005162,996079037122264_996092697120898,227577483972427_996079037122264
990472077682960_993700970693404,2016-10-26 14:25:00,227577483972427,990472077682960_990549974341837,227577483972427_990472077682960
990472077682960_993701214026713,2016-10-26 14:25:00,10211388942740672,990472077682960_990549974341837,227577483972427_990472077682960
990472077682960_993717707358397,2016-10-26 14:25:00,227577483972427,990472077682960_990549974341837,227577483972427_990472077682960
990472077682960_995332267196941,2016-10-26 14:25:00,227577483972427,990472077682960_994945313902303,227577483972427_990472077682960
990472077682960_995368850526616,2016-10-26 14:25:00,334268666935234,990472077682960_994945313902303,227577483972427_990472077682960
990472077682960_993617514035083,2016-10-26 14:25:00,227577483972427,990472077682960_993329270730574,227577483972427_990472077682960
990472077682960_999120963484738,2016-10-26 14:25:00,10209593319327408,990472077682960_993329270730574,227577483972427_990472077682960
990472077682960_1048596665203834,2016-10-26 14:25:00,10209593319327408,990472077682960_993329270730574,227577483972427_990472077682960
990472077682960_999122260151275,2016-10-26 14:25:00,10209593319327408,990472077682960_995473023849532,227577483972427_990472077682960
984325858297582_1204326496297516,2016-10-26 14:25:00,227577483972427,984325858297582_997454030318098,227577483972427_984325858297582
932582733471895_939823306081171,2016-10-26 14:25:00,10207147936208067,932582733471895_939822032747965,227577483972427_932582733471895
932582733471895_939847546078747,2016-10-26 14:25:00,227577483972427,932582733471895_939822032747965,227577483972427_932582733471895
932582733471895_939850806078421,2016-10-26 14:25:00,10207147936208067,932582733471895_939822032747965,227577483972427_932582733471895
932582733471895_940594476004054,2016-10-26 14:25:00,227577483972427,932582733471895_939822032747965,227577483972427_932582733471895
932582733471895_933583630038472,2016-10-26 14:25:00,227577483972427,932582733471895_933206063409562,227577483972427_932582733471895
932582733471895_968094779920690,2016-10-26 14:25:00,678434728998429,932582733471895_933206063409562,227577483972427_932582733471895
932582733471895_968126926584142,2016-10-26 14:25:00,1089962941100671,932582733471895_933206063409562,227577483972427_932582733471895
932582733471895_975170515879783,2016-10-26 14:25:00,1014593622002537,932582733471895_933206063409562,227577483972427_932582733471895
932582733471895_989036067826561,2016-10-26 14:25:00,1465037306844997,932582733471895_933206063409562,227577483972427_932582733471895
930180497045452_930276830369152,2016-10-26 14:25:00,1294825030530774,930180497045452_930229617040540,227577483972427_930180497045452
930180497045452_930623487001153,2016-10-26 14:25:00,227577483972427,930180497045452_930229617040540,227577483972427_930180497045452
925513097512192_925546504175518,2016-10-26 14:25:00,227577483972427,925513097512192_925518794178289,227577483972427_925513097512192
925513097512192_926886310708204,2016-10-26 14:25:00,227577483972427,925513097512192_925597774170391,227577483972427_925513097512192
922034831193352_924735304256638,2016-10-26 14:25:00,227577483972427,922034831193352_923840314346137,227577483972427_922034831193352
922034831193352_922838121113023,2016-10-26 14:25:00,227577483972427,922034831193352_922166527846849,227577483972427_922034831193352
922034831193352_922907427772759,2016-10-26 14:25:00,1213993918660258,922034831193352_922166527846849,227577483972427_922034831193352
915642391832596_922826977780804,2016-10-26 14:25:00,227577483972427,915642391832596_916502388413263,227577483972427_915642391832596
915642391832596_922825584447610,2016-10-26 14:25:00,227577483972427,915642391832596_918617908201711,227577483972427_915642391832596
915642391832596_922836284446540,2016-10-26 14:25:00,10211388942740672,915642391832596_918617908201711,227577483972427_915642391832596
915642391832596_922840531112782,2016-10-26 14:25:00,10211388942740672,915642391832596_918617908201711,227577483972427_915642391832596
915642391832596_918800734850095,2016-10-26 14:25:00,1218159801560153,915642391832596_916417868421715,227577483972427_915642391832596
915642391832596_922827584447410,2016-10-26 14:25:00,227577483972427,915642391832596_916417868421715,227577483972427_915642391832596
915642391832596_967361459994022,2016-10-26 14:25:00,1313626648662173,915642391832596_916417868421715,227577483972427_915642391832596
915642391832596_922825984447570,2016-10-26 14:25:00,227577483972427,915642391832596_916412395088929,227577483972427_915642391832596
915642391832596_922829021113933,2016-10-26 14:25:00,10211013898372532,915642391832596_916412395088929,227577483972427_915642391832596
892911600772342_916498098413692,2016-10-26 14:25:00,1359527124088057,892911600772342_902532606476908,227577483972427_892911600772342
892908630772639_892957667434402,2016-10-26 14:25:00,1359527124088057,892908630772639_892953574101478,227577483972427_892908710772631
892908630772639_892969554099880,2016-10-26 14:25:00,10209836190448901,892908630772639_892953574101478,227577483972427_892908710772631
892908630772639_892989080764594,2016-10-26 14:25:00,1359527124088057,892908630772639_892953574101478,227577483972427_892908710772631
892908630772639_893006087429560,2016-10-26 14:25:00,10209836190448901,892908630772639_892953574101478,227577483972427_892908710772631
892908630772639_893068740756628,2016-10-26 14:25:00,10206211349757494,892908630772639_892953574101478,227577483972427_892908710772631
892908630772639_893072737422895,2016-10-26 14:25:00,10209836190448901,892908630772639_892953574101478,227577483972427_892908710772631
892908630772639_893170464079789,2016-10-26 14:25:00,1359527124088057,892908630772639_892953574101478,227577483972427_892908710772631
892908630772639_893503940713108,2016-10-26 14:25:00,10209434597276035,892908630772639_893141060749396,227577483972427_892908710772631
885259578204211_885608808169288,2016-10-26 14:25:00,1359527124088057,885259578204211_885363011527201,227577483972427_885259578204211
885259578204211_889673527762816,2016-10-26 14:25:00,1359527124088057,885259578204211_886095974787238,227577483972427_885259578204211
881096438620525_887274128002756,2016-10-26 14:25:00,10209836190448901,881096438620525_885611844835651,227577483972427_881096558620513
881096438620525_889357074461128,2016-10-26 14:25:00,1359527124088057,881096438620525_885611844835651,227577483972427_881096558620513
881096438620525_906258156104353,2016-10-26 14:25:00,10207322084716751,881096438620525_885611844835651,227577483972427_881096558620513
881096438620525_906634326066736,2016-10-26 14:25:00,1359527124088057,881096438620525_885611844835651,227577483972427_881096558620513
878176522245850_878382888891880,2016-10-26 14:25:00,10209836190448901,878176522245850_878277685569067,227577483972427_878176735579162
878176522245850_878531752210327,2016-10-26 14:25:00,10209328262302052,878176522245850_878277685569067,227577483972427_878176735579162
878176522245850_878693472194155,2016-10-26 14:25:00,10209836190448901,878176522245850_878277685569067,227577483972427_878176735579162
878176522245850_878731822190320,2016-10-26 14:25:00,10207375248918772,878176522245850_878277685569067,227577483972427_878176735579162
878176522245850_878732435523592,2016-10-26 14:25:00,10209328262302052,878176522245850_878277685569067,227577483972427_878176735579162
878176522245850_878874692176033,2016-10-26 14:25:00,10209836190448901,878176522245850_878277685569067,227577483972427_878176735579162
878176522245850_881190081944494,2016-10-26 14:25:00,227577483972427,878176522245850_878277685569067,227577483972427_878176735579162
878176522245850_948266498570185,2016-10-26 14:25:00,1294825030530774,878176522245850_878310428899126,227577483972427_878176735579162
878176522245850_948918805171621,2016-10-26 14:25:00,1294825030530774,878176522245850_878310428899126,227577483972427_878176735579162
878176522245850_949247028472132,2016-10-26 14:25:00,1294825030530774,878176522245850_878310428899126,227577483972427_878176735579162
878176522245850_889675354429300,2016-10-26 14:25:00,1359527124088057,878176522245850_884188578311311,227577483972427_878176735579162
878176522245850_889690007761168,2016-10-26 14:25:00,10207612925668900,878176522245850_884188578311311,227577483972427_878176735579162
878176522245850_890027781060724,2016-10-26 14:25:00,1359527124088057,878176522245850_884188578311311,227577483972427_878176735579162
878176522245850_889675747762594,2016-10-26 14:25:00,1359527124088057,878176522245850_878274835569352,227577483972427_878176735579162
861398813923621_869748153088687,2016-10-26 14:25:00,10154635989793850,861398813923621_862421793821323,227577483972427_861398813923621
858984317498404_889677981095704,2016-10-26 14:25:00,1359527124088057,858984317498404_871497356247100,227577483972427_858984517498384
858984317498404_908164739247028,2016-10-26 14:25:00,10211062966192999,858984317498404_871497356247100,227577483972427_858984517498384
844875715575931_845963835467119,2016-10-26 14:25:00,10209300165692786,844875715575931_845044628892373,227577483972427_844875845575918
844875715575931_846004285463074,2016-10-26 14:25:00,10154635989793850,844875715575931_845044628892373,227577483972427_844875845575918
844875715575931_869837083079794,2016-10-26 14:25:00,10207571833948011,844875715575931_845044628892373,227577483972427_844875845575918
844875715575931_869837949746374,2016-10-26 14:25:00,10154635989793850,844875715575931_845044628892373,227577483972427_844875845575918
844875715575931_869839293079573,2016-10-26 14:25:00,10207571833948011,844875715575931_845044628892373,227577483972427_844875845575918
844875715575931_948270661903102,2016-10-26 14:25:00,10154635989793850,844875715575931_845044628892373,227577483972427_844875845575918
838033522926817_861016120628557,2016-10-26 14:25:00,10206634064044574,838033522926817_838097686253734,227577483972427_838033719593464
838033522926817_861119713951531,2016-10-26 14:25:00,1294825030530774,838033522926817_838097686253734,227577483972427_838033719593464
